Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
1,0.01,36.708,69,0.00,15.00,899850,0.006,35.457,9.501,
2,0.02,36.516,34,0.00,14.00,899850,0.006,35.431,8.834,
3,0.02,38.988,11,0.00,13.00,899850,0.013,37.989,8.770,
4,0.03,41.980,21,0.00,12.00,899850,0.014,41.063,8.728,
5,0.03,36.072,54,0.00,11.00,899850,0.019,35.409,6.883,
6,0.04,35.948,42,0.00,10.00,899850,0.019,35.402,6.242,
7,0.05,36.244,45,0.00,9.00,899850,0.025,35.798,5.670,
8,0.05,36.132,50,0.00,8.00,899850,0.031,35.780,5.029,
9,0.06,35.724,69,0.00,7.00,899850,0.031,35.458,4.354,
10,0.06,35.668,68,0.00,6.00,899850,0.037,35.473,3.728,
11,0.06,35.844,37,0.00,5.00,899850,0.031,35.708,3.124,
12,0.07,35.868,43,0.00,4.00,899850,0.044,35.781,2.502,
13,0.08,35.788,105,0.00,3.00,899850,0.044,35.739,1.873,
14,0.08,35.180,12,0.00,2.00,899850,0.049,35.159,1.228,
15,0.09,35.656,15,0.00,1.00,899850,0.050,35.651,0.622,
16,0.09,35.552,9,0.00,0.00,899850,0.056,35.552,0.000,
17,0.10,35.500,9,0.00,-1.00,899850,0.056,35.495,-0.620,
18,0.11,35.516,7,0.00,-2.00,899850,0.062,35.494,-1.239,
19,0.11,35.532,2,0.00,-3.00,899850,0.068,35.483,-1.860,
20,0.12,10.512,1,0.00,-4.00,899850,0.020,10.486,-0.733,
21,0.12,10.508,1,0.00,-5.00,899850,0.022,10.468,-0.916,
22,0.13,10.508,1,0.00,-6.00,899850,0.022,10.450,-1.098,
23,0.13,10.516,1,0.00,-7.00,899850,0.024,10.438,-1.282,
24,0.14,10.476,1,0.00,-8.00,899850,0.024,10.374,-1.458,
25,0.14,10.652,10,0.00,-9.00,899850,0.026,10.521,-1.666,
26,0.15,9.860,29,0.00,-10.00,899850,0.024,9.710,-1.712,
27,0.15,9.128,11,0.00,-11.00,899850,0.023,8.960,-1.742,
28,0.16,8.416,10,0.00,-12.00,899850,0.022,8.232,-1.750,
29,0.16,7.820,8,0.00,-13.00,899850,0.021,7.620,-1.759,
30,0.17,7.276,9,0.00,-14.00,899850,0.021,7.060,-1.760,
31,0.18,6.812,9,0.00,-15.00,899850,0.020,6.580,-1.763,
32,0.18,6.428,8,0.00,-16.00,899850,0.019,6.179,-1.772,
1,0.01,36.708,69,0.00,15.00,899850,0.006,35.457,9.501,
2,0.02,36.516,34,0.00,14.00,899850,0.006,35.431,8.834,
3,0.02,36.548,3,0.00,13.00,899850,0.012,35.611,8.222,
4,0.03,36.496,3,0.00,12.00,899850,0.012,35.698,7.588,
5,0.03,36.072,54,0.00,11.00,899850,0.019,35.409,6.883,
6,0.04,35.948,42,0.00,10.00,899850,0.019,35.402,6.242,
7,0.05,36.244,45,0.00,9.00,899850,0.025,35.798,5.670,
8,0.05,36.132,50,0.00,8.00,899850,0.031,35.780,5.029,
9,0.06,35.724,69,0.00,7.00,899850,0.031,35.458,4.354,
10,0.06,35.668,68,0.00,6.00,899850,0.037,35.473,3.728,
11,0.06,35.844,37,0.00,5.00,899850,0.031,35.708,3.124,
12,0.07,35.868,43,0.00,4.00,899850,0.044,35.781,2.502,
13,0.08,35.788,105,0.00,3.00,899850,0.044,35.739,1.873,
14,0.08,35.180,12,0.00,2.00,899850,0.049,35.159,1.228,
15,0.09,35.656,15,0.00,1.00,899850,0.050,35.651,0.622,
16,0.09,35.552,9,0.00,0.00,899850,0.056,35.552,0.000,
17,0.10,35.500,9,0.00,-1.00,899850,0.056,35.495,-0.620,
18,0.11,21.716,9,0.00,-2.00,899850,0.038,21.703,-0.758,
19,0.11,21.768,4,0.00,-3.00,899850,0.042,21.738,-1.139,
20,0.12,10.512,1,0.00,-4.00,899850,0.020,10.486,-0.733,
21,0.12,10.508,1,0.00,-5.00,899850,0.022,10.468,-0.916,
22,0.13,10.508,1,0.00,-6.00,899850,0.022,10.450,-1.098,
23,0.13,10.516,1,0.00,-7.00,899850,0.024,10.438,-1.282,
24,0.14,10.476,1,0.00,-8.00,899850,0.024,10.374,-1.458,
25,0.14,10.652,10,0.00,-9.00,899850,0.026,10.521,-1.666,
26,0.15,9.860,29,0.00,-10.00,899850,0.024,9.710,-1.712,
27,0.15,9.128,11,0.00,-11.00,899850,0.023,8.960,-1.742,
28,0.16,8.416,10,0.00,-12.00,899850,0.022,8.232,-1.750,
29,0.16,7.820,8,0.00,-13.00,899850,0.021,7.620,-1.759,
30,0.17,7.276,9,0.00,-14.00,899850,0.021,7.060,-1.760,
31,0.18,6.812,9,0.00,-15.00,899850,0.020,6.580,-1.763,
32,0.18,6.428,8,0.00,-16.00,899850,0.019,6.179,-1.772,
1,0.19,36.716,69,0.18,15.00,899850,0.118,35.465,9.503,
2,0.20,36.520,33,0.18,14.00,899850,0.118,35.435,8.835,
3,0.20,38.988,11,0.18,13.00,899850,0.133,37.989,8.770,
4,0.21,41.980,26,0.18,12.00,899850,0.143,41.062,8.728,
5,0.21,36.068,59,0.18,11.00,899850,0.130,35.405,6.882,
6,0.22,35.952,42,0.18,10.00,899850,0.130,35.406,6.243,
7,0.23,36.216,45,0.18,9.00,899850,0.137,35.770,5.665,
8,0.23,36.048,68,0.18,8.00,899850,0.143,35.697,5.017,
9,0.24,35.720,69,0.18,7.00,899850,0.142,35.453,4.353,
10,0.24,35.676,72,0.18,6.00,899850,0.149,35.480,3.729,
11,0.24,35.652,41,0.18,5.00,899850,0.143,35.516,3.107,
12,0.25,35.612,43,0.18,4.00,899850,0.155,35.525,2.484,
13,0.26,35.576,43,0.18,3.00,899850,0.155,35.527,1.862,
14,0.26,35.176,31,0.18,2.00,899850,0.160,35.154,1.228,
15,0.27,35.456,19,0.18,1.00,899850,0.161,35.450,0.619,
16,0.27,35.472,18,0.18,0.00,899850,0.167,35.472,0.000,
17,0.28,35.476,17,0.18,-1.00,899850,0.167,35.470,-0.619,
18,0.29,35.512,8,0.18,-2.00,899850,0.173,35.490,-1.239,
19,0.29,35.536,6,0.18,-3.00,899850,0.180,35.487,-1.860,
20,0.30,10.368,1,0.18,-4.00,899850,0.052,10.343,-0.723,
21,0.30,10.360,0,0.18,-5.00,899850,0.054,10.320,-0.903,
22,0.31,10.360,1,0.18,-6.00,899850,0.054,10.303,-1.083,
23,0.31,10.336,1,0.18,-7.00,899850,0.056,10.259,-1.260,
24,0.32,10.336,1,0.18,-8.00,899850,0.055,10.235,-1.438,
25,0.32,10.312,2,0.18,-9.00,899850,0.057,10.185,-1.613,
26,0.33,9.860,24,0.18,-10.00,899850,0.054,9.710,-1.712,
27,0.33,9.124,11,0.18,-11.00,899850,0.052,8.956,-1.741,
28,0.34,8.416,10,0.18,-12.00,899850,0.047,8.232,-1.750,
29,0.34,7.832,8,0.18,-13.00,899850,0.045,7.631,-1.762,
30,0.35,7.280,8,0.18,-14.00,899850,0.043,7.064,-1.761,
31,0.36,6.816,9,0.18,-15.00,899850,0.040,6.584,-1.764,
32,0.36,6.428,9,0.18,-16.00,899850,0.039,6.179,-1.772,
1,0.19,36.716,69,0.18,15.00,899850,0.118,35.465,9.503,
2,0.20,36.520,33,0.18,14.00,899850,0.118,35.435,8.835,
3,0.20,36.552,0,0.18,13.00,899850,0.124,35.615,8.222,
4,0.21,36.524,11,0.18,12.00,899850,0.125,35.726,7.594,
5,0.21,36.068,59,0.18,11.00,899850,0.130,35.405,6.882,
6,0.22,35.952,42,0.18,10.00,899850,0.130,35.406,6.243,
7,0.23,36.216,45,0.18,9.00,899850,0.137,35.770,5.665,
8,0.23,36.048,68,0.18,8.00,899850,0.143,35.697,5.017,
9,0.24,35.720,69,0.18,7.00,899850,0.142,35.453,4.353,
10,0.24,35.676,72,0.18,6.00,899850,0.149,35.480,3.729,
11,0.24,35.652,41,0.18,5.00,899850,0.143,35.516,3.107,
12,0.25,35.612,43,0.18,4.00,899850,0.155,35.525,2.484,
13,0.26,35.576,43,0.18,3.00,899850,0.155,35.527,1.862,
14,0.26,35.176,31,0.18,2.00,899850,0.160,35.154,1.228,
15,0.27,35.456,19,0.18,1.00,899850,0.161,35.450,0.619,
16,0.27,35.472,18,0.18,0.00,899850,0.167,35.472,0.000,
17,0.28,21.932,0,0.18,-1.00,899850,0.103,21.928,-0.383,
18,0.29,21.716,10,0.18,-2.00,899850,0.106,21.703,-0.758,
19,0.29,35.536,6,0.18,-3.00,899850,0.180,35.487,-1.860,
20,0.30,10.368,1,0.18,-4.00,899850,0.052,10.343,-0.723,
21,0.30,10.360,0,0.18,-5.00,899850,0.054,10.320,-0.903,
22,0.31,10.360,1,0.18,-6.00,899850,0.054,10.303,-1.083,
23,0.31,10.336,1,0.18,-7.00,899850,0.056,10.259,-1.260,
24,0.32,10.336,1,0.18,-8.00,899850,0.055,10.235,-1.438,
25,0.32,10.312,2,0.18,-9.00,899850,0.057,10.185,-1.613,
26,0.33,9.860,24,0.18,-10.00,899850,0.054,9.710,-1.712,
27,0.33,9.124,11,0.18,-11.00,899850,0.052,8.956,-1.741,
28,0.34,8.416,10,0.18,-12.00,899850,0.047,8.232,-1.750,
29,0.34,7.832,8,0.18,-13.00,899850,0.045,7.631,-1.762,
30,0.35,7.280,8,0.18,-14.00,899850,0.043,7.064,-1.761,
31,0.36,6.816,9,0.18,-15.00,899850,0.040,6.584,-1.764,
32,0.36,6.428,9,0.18,-16.00,899850,0.039,6.179,-1.772,
1,0.37,36.716,66,0.36,15.00,899850,0.229,35.464,9.503,
2,0.38,36.528,33,0.36,14.00,899850,0.229,35.442,8.837,
3,0.38,36.384,33,0.36,13.00,899850,0.235,35.451,8.185,
4,0.39,36.232,38,0.36,12.00,899850,0.235,35.439,7.533,
5,0.39,36.072,60,0.36,11.00,899850,0.241,35.408,6.883,
6,0.40,35.944,44,0.36,10.00,899850,0.241,35.397,6.242,
7,0.41,35.876,42,0.36,9.00,899850,0.247,35.433,5.612,
8,0.41,35.784,39,0.36,8.00,899850,0.254,35.435,4.980,
9,0.42,35.724,66,0.36,7.00,899850,0.254,35.457,4.354,
10,0.42,35.672,71,0.36,6.00,899850,0.260,35.476,3.729,
11,0.42,35.620,48,0.36,5.00,899850,0.254,35.484,3.104,
12,0.43,35.592,57,0.36,4.00,899850,0.266,35.504,2.483,
13,0.44,35.568,60,0.36,3.00,899850,0.267,35.518,1.861,
14,0.44,35.180,12,0.36,2.00,899850,0.270,35.158,1.228,
15,0.45,35.456,18,0.36,1.00,899850,0.272,35.450,0.619,
16,0.45,35.468,15,0.36,0.00,899850,0.279,35.467,0.000,
17,0.46,21.908,45,0.36,-1.00,899850,0.172,21.904,-0.382,
18,0.47,21.796,16,0.36,-2.00,899850,0.175,21.782,-0.761,
19,0.47,21.892,7,0.36,-3.00,899850,0.179,21.861,-1.146,
20,0.48,10.208,1,0.36,-4.00,899850,0.084,10.183,-0.712,
21,0.48,10.200,0,0.36,-5.00,899850,0.085,10.161,-0.889,
22,0.49,10.172,1,0.36,-6.00,899850,0.085,10.116,-1.063,
23,0.49,10.184,1,0.36,-7.00,899850,0.086,10.108,-1.241,
24,0.50,10.208,1,0.36,-8.00,899850,0.086,10.108,-1.421,
25,0.50,10.236,2,0.36,-9.00,899850,0.088,10.110,-1.601,
26,0.51,9.868,16,0.36,-10.00,899850,0.085,9.718,-1.714,
27,0.51,9.132,12,0.36,-11.00,899850,0.080,8.964,-1.742,
28,0.52,8.420,10,0.36,-12.00,899850,0.073,8.236,-1.751,
29,0.52,7.828,8,0.36,-13.00,899850,0.069,7.627,-1.761,
30,0.53,7.280,8,0.36,-14.00,899850,0.065,7.063,-1.761,
31,0.54,6.816,9,0.36,-15.00,899850,0.061,6.583,-1.764,
32,0.54,6.424,9,0.36,-16.00,899850,0.058,6.175,-1.771,
1,0.37,36.716,66,0.36,15.00,899850,0.229,35.464,9.503,
2,0.38,36.528,33,0.36,14.00,899850,0.229,35.442,8.837,
3,0.38,36.384,33,0.36,13.00,899850,0.235,35.451,8.185,
4,0.39,36.232,38,0.36,12.00,899850,0.235,35.439,7.533,
5,0.39,36.072,60,0.36,11.00,899850,0.241,35.408,6.883,
6,0.40,35.944,44,0.36,10.00,899850,0.241,35.397,6.242,
7,0.41,35.876,42,0.36,9.00,899850,0.247,35.433,5.612,
8,0.41,35.784,39,0.36,8.00,899850,0.254,35.435,4.980,
9,0.42,35.724,66,0.36,7.00,899850,0.254,35.457,4.354,
10,0.42,35.672,71,0.36,6.00,899850,0.260,35.476,3.729,
11,0.42,35.620,48,0.36,5.00,899850,0.254,35.484,3.104,
12,0.43,35.592,57,0.36,4.00,899850,0.266,35.504,2.483,
13,0.44,35.568,60,0.36,3.00,899850,0.267,35.518,1.861,
14,0.44,35.180,12,0.36,2.00,899850,0.270,35.158,1.228,
15,0.45,35.456,18,0.36,1.00,899850,0.272,35.450,0.619,
16,0.45,35.468,15,0.36,0.00,899850,0.279,35.467,0.000,
17,0.46,21.908,45,0.36,-1.00,899850,0.172,21.904,-0.382,
18,0.47,21.796,16,0.36,-2.00,899850,0.175,21.782,-0.761,
19,0.47,10.072,0,0.36,-3.00,899850,0.083,10.058,-0.527,
20,0.48,10.208,1,0.36,-4.00,899850,0.084,10.183,-0.712,
21,0.48,10.200,0,0.36,-5.00,899850,0.085,10.161,-0.889,
22,0.49,10.172,1,0.36,-6.00,899850,0.085,10.116,-1.063,
23,0.49,10.184,1,0.36,-7.00,899850,0.086,10.108,-1.241,
24,0.50,10.208,1,0.36,-8.00,899850,0.086,10.108,-1.421,
25,0.50,10.236,2,0.36,-9.00,899850,0.088,10.110,-1.601,
26,0.51,9.868,16,0.36,-10.00,899850,0.085,9.718,-1.714,
27,0.51,9.132,12,0.36,-11.00,899850,0.080,8.964,-1.742,
28,0.52,8.420,10,0.36,-12.00,899850,0.073,8.236,-1.751,
29,0.52,7.828,8,0.36,-13.00,899850,0.069,7.627,-1.761,
30,0.53,7.280,8,0.36,-14.00,899850,0.065,7.063,-1.761,
31,0.54,6.816,9,0.36,-15.00,899850,0.061,6.583,-1.764,
32,0.54,6.424,9,0.36,-16.00,899850,0.058,6.175,-1.771,
1,0.55,36.696,28,0.54,15.00,899850,0.340,35.444,9.498,
2,0.56,36.528,36,0.54,14.00,899850,0.340,35.441,8.837,
3,0.56,36.360,39,0.54,13.00,899850,0.346,35.426,8.179,
4,0.57,36.224,53,0.54,12.00,899850,0.346,35.431,7.531,
5,0.57,36.080,59,0.54,11.00,899850,0.352,35.415,6.884,
6,0.58,35.952,47,0.54,10.00,899850,0.352,35.404,6.243,
7,0.59,35.872,60,0.54,9.00,899850,0.359,35.429,5.612,
8,0.59,35.792,64,0.54,8.00,899850,0.365,35.442,4.981,
9,0.60,35.720,67,0.54,7.00,899850,0.365,35.452,4.353,
10,0.60,35.672,65,0.54,6.00,899850,0.372,35.475,3.729,
11,0.60,35.636,68,0.54,5.00,899850,0.366,35.499,3.106,
12,0.61,35.596,72,0.54,4.00,899850,0.378,35.507,2.483,
13,0.62,35.580,69,0.54,3.00,899850,0.378,35.529,1.862,
14,0.62,35.196,13,0.54,2.00,899850,0.381,35.173,1.228,
15,0.63,35.532,15,0.54,1.00,899850,0.384,35.525,0.620,
16,0.63,35.528,16,0.54,0.00,899850,0.391,35.526,0.000,
17,0.64,21.916,48,0.54,-1.00,899850,0.241,21.911,-0.382,
18,0.65,35.500,3,0.54,-2.00,899850,0.396,35.476,-1.239,
19,0.65,9.924,0,0.54,-3.00,899850,0.112,9.910,-0.519,
20,0.66,10.044,1,0.54,-4.00,899850,0.114,10.019,-0.701,
21,0.66,10.056,1,0.54,-5.00,899850,0.115,10.017,-0.876,
22,0.67,10.036,2,0.54,-6.00,899850,0.115,9.980,-1.049,
23,0.67,10.064,2,0.54,-7.00,899850,0.117,9.988,-1.226,
24,0.68,10.064,1,0.54,-8.00,899850,0.117,9.965,-1.401,
25,0.68,10.056,1,0.54,-9.00,899850,0.118,9.931,-1.573,
26,0.69,9.884,10,0.54,-10.00,899850,0.116,9.733,-1.716,
27,0.69,9.136,12,0.54,-11.00,899850,0.108,8.967,-1.743,
28,0.70,8.420,10,0.54,-12.00,899850,0.099,8.235,-1.751,
29,0.70,7.828,8,0.54,-13.00,899850,0.093,7.627,-1.761,
30,0.71,7.280,8,0.54,-14.00,899850,0.088,7.063,-1.761,
31,0.72,6.808,9,0.54,-15.00,899850,0.081,6.576,-1.762,
32,0.72,6.428,9,0.54,-16.00,899850,0.078,6.179,-1.772,
1,0.55,36.696,28,0.54,15.00,899850,0.340,35.444,9.498,
2,0.56,36.528,36,0.54,14.00,899850,0.340,35.441,8.837,
3,0.56,36.360,39,0.54,13.00,899850,0.346,35.426,8.179,
4,0.57,36.224,53,0.54,12.00,899850,0.346,35.431,7.531,
5,0.57,36.080,59,0.54,11.00,899850,0.352,35.415,6.884,
6,0.58,35.952,47,0.54,10.00,899850,0.352,35.404,6.243,
7,0.59,35.872,60,0.54,9.00,899850,0.359,35.429,5.612,
8,0.59,35.792,64,0.54,8.00,899850,0.365,35.442,4.981,
9,0.60,35.720,67,0.54,7.00,899850,0.365,35.452,4.353,
10,0.60,35.672,65,0.54,6.00,899850,0.372,35.475,3.729,
11,0.60,35.636,68,0.54,5.00,899850,0.366,35.499,3.106,
12,0.61,35.596,72,0.54,4.00,899850,0.378,35.507,2.483,
13,0.62,35.580,69,0.54,3.00,899850,0.378,35.529,1.862,
14,0.62,35.196,13,0.54,2.00,899850,0.381,35.173,1.228,
15,0.63,35.532,15,0.54,1.00,899850,0.384,35.525,0.620,
16,0.63,35.528,16,0.54,0.00,899850,0.391,35.526,0.000,
17,0.64,21.916,48,0.54,-1.00,899850,0.241,21.911,-0.382,
18,0.65,21.740,13,0.54,-2.00,899850,0.243,21.725,-0.759,
19,0.65,9.924,0,0.54,-3.00,899850,0.112,9.910,-0.519,
20,0.66,10.044,1,0.54,-4.00,899850,0.114,10.019,-0.701,
21,0.66,10.056,1,0.54,-5.00,899850,0.115,10.017,-0.876,
22,0.67,10.036,2,0.54,-6.00,899850,0.115,9.980,-1.049,
23,0.67,10.064,2,0.54,-7.00,899850,0.117,9.988,-1.226,
24,0.68,10.064,1,0.54,-8.00,899850,0.117,9.965,-1.401,
25,0.68,10.056,1,0.54,-9.00,899850,0.118,9.931,-1.573,
26,0.69,9.884,10,0.54,-10.00,899850,0.116,9.733,-1.716,
27,0.69,9.136,12,0.54,-11.00,899850,0.108,8.967,-1.743,
28,0.70,8.420,10,0.54,-12.00,899850,0.099,8.235,-1.751,
29,0.70,7.828,8,0.54,-13.00,899850,0.093,7.627,-1.761,
30,0.71,7.280,8,0.54,-14.00,899850,0.088,7.063,-1.761,
31,0.72,6.808,9,0.54,-15.00,899850,0.081,6.576,-1.762,
32,0.72,6.428,9,0.54,-16.00,899850,0.078,6.179,-1.772,
1,0.73,41.444,6,0.72,15.00,900051,0.510,40.029,10.726,
2,0.74,36.548,57,0.72,14.00,900051,0.452,35.459,8.842,
3,0.74,36.372,55,0.72,13.00,900051,0.458,35.437,8.182,
4,0.75,36.228,54,0.72,12.00,900051,0.458,35.433,7.532,
5,0.75,36.088,57,0.72,11.00,900051,0.464,35.422,6.886,
6,0.76,35.952,54,0.72,10.00,900051,0.463,35.403,6.243,
7,0.77,35.868,68,0.72,9.00,900051,0.470,35.423,5.611,
8,0.77,35.792,66,0.72,8.00,900051,0.476,35.440,4.981,
9,0.78,35.732,68,0.72,7.00,900051,0.477,35.462,4.355,
10,0.78,35.680,65,0.72,6.00,900051,0.483,35.481,3.730,
11,0.78,35.632,67,0.72,5.00,900051,0.477,35.493,3.106,
12,0.79,35.596,69,0.72,4.00,900051,0.490,35.506,2.483,
13,0.80,35.584,69,0.72,3.00,900051,0.490,35.532,1.862,
14,0.80,35.196,24,0.72,2.00,900051,0.491,35.171,1.228,
15,0.81,35.448,18,0.72,1.00,900051,0.495,35.439,0.619,
16,0.81,35.456,20,0.72,0.00,900051,0.501,35.452,0.000,
17,0.82,35.424,10,0.72,-1.00,900051,0.501,35.415,-0.618,
18,0.83,35.316,5,0.72,-2.00,900051,0.505,35.291,-1.233,
19,0.83,9.788,0,0.72,-3.00,900051,0.142,9.774,-0.512,
20,0.84,9.888,2,0.72,-4.00,900051,0.143,9.863,-0.690,
21,0.84,9.884,1,0.72,-5.00,900051,0.144,9.845,-0.861,
22,0.85,9.848,1,0.72,-6.00,900051,0.144,9.793,-1.029,
23,0.85,9.840,1,0.72,-7.00,900051,0.145,9.766,-1.199,
24,0.86,9.828,3,0.72,-8.00,900051,0.144,9.731,-1.368,
25,0.86,9.844,2,0.72,-9.00,900051,0.146,9.722,-1.540,
26,0.87,9.872,10,0.72,-10.00,900051,0.146,9.721,-1.714,
27,0.87,9.128,12,0.72,-11.00,900051,0.136,8.959,-1.742,
28,0.88,8.428,11,0.72,-12.00,900051,0.125,8.243,-1.752,
29,0.88,7.828,8,0.72,-13.00,900051,0.117,7.626,-1.761,
30,0.89,7.280,8,0.72,-14.00,900051,0.110,7.063,-1.761,
31,0.90,6.836,11,0.72,-15.00,900051,0.103,6.602,-1.769,
32,0.90,6.428,9,0.72,-16.00,900051,0.097,6.178,-1.772,
1,0.73,36.664,7,0.72,15.00,900051,0.451,35.412,9.489,
2,0.74,36.548,57,0.72,14.00,900051,0.452,35.459,8.842,
3,0.74,36.372,55,0.72,13.00,900051,0.458,35.437,8.182,
4,0.75,36.228,54,0.72,12.00,900051,0.458,35.433,7.532,
5,0.75,36.088,57,0.72,11.00,900051,0.464,35.422,6.886,
6,0.76,35.952,54,0.72,10.00,900051,0.463,35.403,6.243,
7,0.77,35.868,68,0.72,9.00,900051,0.470,35.423,5.611,
8,0.77,35.792,66,0.72,8.00,900051,0.476,35.440,4.981,
9,0.78,35.732,68,0.72,7.00,900051,0.477,35.462,4.355,
10,0.78,35.680,65,0.72,6.00,900051,0.483,35.481,3.730,
11,0.78,35.632,67,0.72,5.00,900051,0.477,35.493,3.106,
12,0.79,35.596,69,0.72,4.00,900051,0.490,35.506,2.483,
13,0.80,35.584,69,0.72,3.00,900051,0.490,35.532,1.862,
14,0.80,35.196,24,0.72,2.00,900051,0.491,35.171,1.228,
15,0.81,35.448,18,0.72,1.00,900051,0.495,35.439,0.619,
16,0.81,35.456,20,0.72,0.00,900051,0.501,35.452,0.000,
17,0.82,21.912,30,0.72,-1.00,900051,0.310,21.906,-0.382,
18,0.83,21.724,12,0.72,-2.00,900051,0.311,21.709,-0.758,
19,0.83,9.788,0,0.72,-3.00,900051,0.142,9.774,-0.512,
20,0.84,9.888,2,0.72,-4.00,900051,0.143,9.863,-0.690,
21,0.84,9.884,1,0.72,-5.00,900051,0.144,9.845,-0.861,
22,0.85,9.848,1,0.72,-6.00,900051,0.144,9.793,-1.029,
23,0.85,9.840,1,0.72,-7.00,900051,0.145,9.766,-1.199,
24,0.86,9.828,3,0.72,-8.00,900051,0.144,9.731,-1.368,
25,0.86,9.844,2,0.72,-9.00,900051,0.146,9.722,-1.540,
26,0.87,9.872,10,0.72,-10.00,900051,0.146,9.721,-1.714,
27,0.87,9.128,12,0.72,-11.00,900051,0.136,8.959,-1.742,
28,0.88,8.428,11,0.72,-12.00,900051,0.125,8.243,-1.752,
29,0.88,7.828,8,0.72,-13.00,900051,0.117,7.626,-1.761,
30,0.89,7.280,8,0.72,-14.00,900051,0.110,7.063,-1.761,
31,0.90,6.836,11,0.72,-15.00,900051,0.103,6.602,-1.769,
32,0.90,6.428,9,0.72,-16.00,900051,0.097,6.178,-1.772,
1,0.91,41.452,9,0.90,15.00,900051,0.636,40.035,10.729,
2,0.92,36.556,54,0.90,14.00,900051,0.563,35.466,8.844,
3,0.92,36.380,51,0.90,13.00,900051,0.569,35.443,8.184,
4,0.93,36.224,45,0.90,12.00,900051,0.569,35.428,7.531,
5,0.93,36.080,29,0.90,11.00,900051,0.575,35.412,6.884,
6,0.94,35.960,47,0.90,10.00,900051,0.575,35.409,6.244,
7,0.95,35.872,60,0.90,9.00,900051,0.581,35.426,5.612,
8,0.95,35.796,61,0.90,8.00,900051,0.588,35.443,4.982,
9,0.96,35.732,60,0.90,7.00,900051,0.588,35.461,4.355,
10,0.96,35.688,69,0.90,6.00,900051,0.595,35.488,3.730,
11,0.96,35.640,69,0.90,5.00,900051,0.589,35.500,3.106,
12,0.97,35.604,69,0.90,4.00,900051,0.601,35.512,2.484,
13,0.98,35.588,68,0.90,3.00,900051,0.602,35.534,1.863,
14,0.98,35.208,8,0.90,2.00,900051,0.602,35.181,1.229,
15,0.99,35.452,20,0.90,1.00,900051,0.606,35.441,0.619,
16,0.99,35.456,19,0.90,0.00,900051,0.613,35.451,0.000,
17,1.00,35.428,25,0.90,-1.00,900051,0.612,35.417,-0.618,
18,1.01,35.012,11,0.90,-2.00,900051,0.611,34.985,-1.222,
19,1.01,9.660,1,0.90,-3.00,900051,0.170,9.645,-0.506,
20,1.02,9.748,3,0.90,-4.00,900051,0.171,9.723,-0.680,
21,1.02,9.740,1,0.90,-5.00,900051,0.173,9.701,-0.849,
22,1.03,9.772,2,0.90,-6.00,900051,0.173,9.717,-1.021,
23,1.03,9.792,1,0.90,-7.00,900051,0.175,9.717,-1.193,
24,1.04,9.780,1,0.90,-8.00,900051,0.174,9.683,-1.361,
25,1.04,9.776,1,0.90,-9.00,900051,0.175,9.654,-1.529,
26,1.05,9.880,9,0.90,-10.00,900051,0.177,9.728,-1.716,
27,1.05,9.140,10,0.90,-11.00,900051,0.164,8.971,-1.744,
28,1.06,8.428,11,0.90,-12.00,900051,0.151,8.242,-1.752,
29,1.06,7.836,8,0.90,-13.00,900051,0.141,7.634,-1.763,
30,1.07,7.284,8,0.90,-14.00,900051,0.132,7.066,-1.762,
31,1.08,6.832,9,0.90,-15.00,900051,0.123,6.598,-1.768,
32,1.08,6.428,9,0.90,-16.00,900051,0.116,6.178,-1.772,
1,0.91,41.452,9,0.90,15.00,900051,0.636,40.035,10.729,
2,0.92,36.556,54,0.90,14.00,900051,0.563,35.466,8.844,
3,0.92,36.380,51,0.90,13.00,900051,0.569,35.443,8.184,
4,0.93,36.224,45,0.90,12.00,900051,0.569,35.428,7.531,
5,0.93,36.080,29,0.90,11.00,900051,0.575,35.412,6.884,
6,0.94,35.960,47,0.90,10.00,900051,0.575,35.409,6.244,
7,0.95,35.872,60,0.90,9.00,900051,0.581,35.426,5.612,
8,0.95,35.796,61,0.90,8.00,900051,0.588,35.443,4.982,
9,0.96,35.732,60,0.90,7.00,900051,0.588,35.461,4.355,
10,0.96,35.688,69,0.90,6.00,900051,0.595,35.488,3.730,
11,0.96,35.640,69,0.90,5.00,900051,0.589,35.500,3.106,
12,0.97,35.604,69,0.90,4.00,900051,0.601,35.512,2.484,
13,0.98,35.588,68,0.90,3.00,900051,0.602,35.534,1.863,
14,0.98,35.208,8,0.90,2.00,900051,0.602,35.181,1.229,
15,0.99,35.452,20,0.90,1.00,900051,0.606,35.441,0.619,
16,0.99,35.456,19,0.90,0.00,900051,0.613,35.451,0.000,
17,1.00,35.428,25,0.90,-1.00,900051,0.612,35.417,-0.618,
18,1.01,21.732,4,0.90,-2.00,900051,0.379,21.715,-0.758,
19,1.01,9.660,1,0.90,-3.00,900051,0.170,9.645,-0.506,
20,1.02,9.748,3,0.90,-4.00,900051,0.171,9.723,-0.680,
21,1.02,9.740,1,0.90,-5.00,900051,0.173,9.701,-0.849,
22,1.03,9.772,2,0.90,-6.00,900051,0.173,9.717,-1.021,
23,1.03,9.792,1,0.90,-7.00,900051,0.175,9.717,-1.193,
24,1.04,9.780,1,0.90,-8.00,900051,0.174,9.683,-1.361,
25,1.04,9.776,1,0.90,-9.00,900051,0.175,9.654,-1.529,
