Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),
23,0.00,0.000,0,6.12,0.00,901503,0.000,0.000,0.000,
23,0.00,0.000,0,6.12,0.00,901503,0.000,0.000,0.000,
30,0.00,0.000,0,8.10,0.00,902104,0.000,0.000,0.000,
30,0.00,0.000,0,8.10,0.00,902104,0.000,0.000,0.000,
30,0.00,0.000,0,8.46,0.00,902104,0.000,0.000,0.000,
30,0.00,0.000,0,8.46,0.00,902104,0.000,0.000,0.000,
23,8.77,6.176,0,8.64,-7.00,902303,0.935,6.058,-0.753,
25,0.00,0.000,0,8.64,0.00,902303,0.000,0.000,0.000,
26,8.79,6.220,0,8.64,-10.00,902303,0.935,6.054,-1.080,
27,8.79,6.248,0,8.64,-11.00,902303,0.937,6.061,-1.192,
28,8.80,6.252,1,8.64,-12.00,902303,0.935,6.044,-1.300,
29,8.80,6.288,1,8.64,-13.00,902303,0.937,6.055,-1.414,
30,8.81,6.304,1,8.64,-14.00,902303,0.937,6.045,-1.525,
31,8.82,6.332,3,8.64,-15.00,902303,0.937,6.044,-1.639,
23,8.77,6.176,0,8.64,-7.00,902303,0.935,6.058,-0.753,
25,0.00,0.000,0,8.64,0.00,902303,0.000,0.000,0.000,
26,8.79,6.220,0,8.64,-10.00,902303,0.935,6.054,-1.080,
27,8.79,6.248,0,8.64,-11.00,902303,0.937,6.061,-1.192,
28,8.80,6.252,1,8.64,-12.00,902303,0.935,6.044,-1.300,
29,8.80,6.288,1,8.64,-13.00,902303,0.937,6.055,-1.414,
30,8.81,6.304,1,8.64,-14.00,902303,0.937,6.045,-1.525,
31,8.82,6.332,3,8.64,-15.00,902303,0.937,6.044,-1.639,
23,8.95,6.148,2,8.82,-7.00,902303,0.949,6.028,-0.749,
24,8.96,6.168,1,8.82,-8.00,902303,0.950,6.034,-0.858,
25,8.96,6.184,2,8.82,-9.00,902303,0.951,6.033,-0.967,
27,8.97,6.224,6,8.82,-11.00,902303,0.953,6.035,-1.188,
28,8.98,6.248,6,8.82,-12.00,902303,0.953,6.037,-1.299,
29,8.98,6.280,1,8.82,-13.00,902303,0.955,6.044,-1.413,
30,8.99,6.280,0,8.82,-14.00,902303,0.952,6.019,-1.519,
31,9.00,6.244,0,8.82,-15.00,902303,0.942,5.957,-1.616,
23,8.95,6.148,2,8.82,-7.00,902303,0.949,6.028,-0.749,
24,8.96,6.168,1,8.82,-8.00,902303,0.950,6.034,-0.858,
25,8.96,6.184,2,8.82,-9.00,902303,0.951,6.033,-0.967,
26,8.97,6.208,4,8.82,-10.00,902303,0.952,6.039,-1.078,
27,8.97,6.224,6,8.82,-11.00,902303,0.953,6.035,-1.188,
28,8.98,6.248,6,8.82,-12.00,902303,0.953,6.037,-1.299,
29,8.98,6.280,1,8.82,-13.00,902303,0.955,6.044,-1.413,
30,8.99,6.280,0,8.82,-14.00,902303,0.952,6.019,-1.519,
31,9.00,6.244,0,8.82,-15.00,902303,0.942,5.957,-1.616,
23,9.13,6.140,2,9.00,-7.00,902303,0.967,6.017,-0.748,
27,0.00,0.000,0,9.00,0.00,902303,0.000,0.000,0.000,
28,0.00,0.000,0,9.00,0.00,902303,0.000,0.000,0.000,
29,9.16,6.180,0,9.00,-13.00,902303,0.959,5.945,-1.390,
30,9.17,6.176,0,9.00,-14.00,902303,0.955,5.916,-1.494,
31,9.18,6.216,1,9.00,-15.00,902303,0.957,5.927,-1.609,
23,9.13,6.140,2,9.00,-7.00,902303,0.967,6.017,-0.748,
24,9.14,6.180,0,9.00,-8.00,902303,0.971,6.042,-0.860,
26,9.15,6.172,0,9.00,-10.00,902303,0.966,6.001,-1.072,
27,0.00,0.000,0,9.00,0.00,902303,0.000,0.000,0.000,
28,0.00,0.000,0,9.00,0.00,902303,0.000,0.000,0.000,
29,9.16,6.180,0,9.00,-13.00,902303,0.959,5.945,-1.390,
30,9.17,6.176,0,9.00,-14.00,902303,0.955,5.916,-1.494,
31,9.18,6.216,1,9.00,-15.00,902303,0.957,5.927,-1.609,
24,9.32,6.052,0,9.18,-8.00,902303,0.970,5.914,-0.842,
25,9.32,6.060,0,9.18,-9.00,902303,0.969,5.906,-0.948,
26,9.33,6.088,0,9.18,-10.00,902303,0.971,5.916,-1.057,
27,9.33,6.112,0,9.18,-11.00,902303,0.973,5.920,-1.166,
28,9.34,6.140,1,9.18,-12.00,902303,0.974,5.926,-1.277,
29,9.34,6.156,0,9.18,-13.00,902303,0.973,5.919,-1.385,
30,9.35,6.180,0,9.18,-14.00,902303,0.974,5.917,-1.495,
31,9.36,6.200,0,9.18,-15.00,902303,0.973,5.909,-1.605,
32,9.36,6.344,3,9.18,-16.00,902303,0.992,6.017,-1.749,
23,9.31,6.132,1,9.18,-7.00,902303,0.985,6.006,-0.747,
24,9.32,6.052,0,9.18,-8.00,902303,0.970,5.914,-0.842,
25,9.32,6.060,0,9.18,-9.00,902303,0.969,5.906,-0.948,
26,9.33,6.088,0,9.18,-10.00,902303,0.971,5.916,-1.057,
27,9.33,6.112,0,9.18,-11.00,902303,0.973,5.920,-1.166,
28,9.34,6.140,1,9.18,-12.00,902303,0.974,5.926,-1.277,
29,9.34,6.156,0,9.18,-13.00,902303,0.973,5.919,-1.385,
30,9.35,6.180,0,9.18,-14.00,902303,0.974,5.917,-1.495,
31,9.36,6.200,0,9.18,-15.00,902303,0.973,5.909,-1.605,
32,9.36,6.344,3,9.18,-16.00,902303,0.992,6.017,-1.749,
25,9.50,6.036,0,9.36,-9.00,902502,0.984,5.880,-0.944,
27,9.51,6.108,0,9.36,-11.00,902502,0.991,5.913,-1.165,
28,0.00,0.000,0,9.36,0.00,902502,0.000,0.000,0.000,
29,0.00,0.000,0,9.36,0.00,902502,0.000,0.000,0.000,
30,9.53,6.088,0,9.36,-14.00,902502,0.978,5.826,-1.473,
31,0.00,0.000,0,9.36,0.00,902502,0.000,0.000,0.000,
32,9.54,6.124,2,9.36,-16.00,902502,0.976,5.805,-1.688,
24,9.50,6.056,1,9.36,-8.00,902502,0.989,5.915,-0.843,
25,9.50,6.036,0,9.36,-9.00,902502,0.984,5.880,-0.944,
26,9.51,6.096,0,9.36,-10.00,902502,0.991,5.921,-1.059,
27,9.51,6.108,0,9.36,-11.00,902502,0.991,5.913,-1.165,
28,0.00,0.000,0,9.36,0.00,902502,0.000,0.000,0.000,
29,0.00,0.000,0,9.36,0.00,902502,0.000,0.000,0.000,
30,9.53,6.088,0,9.36,-14.00,902502,0.978,5.826,-1.473,
31,0.00,0.000,0,9.36,0.00,902502,0.000,0.000,0.000,
32,9.54,6.124,2,9.36,-16.00,902502,0.976,5.805,-1.688,
25,0.00,0.000,0,9.54,0.00,902502,0.000,0.000,0.000,
26,9.69,5.956,0,9.54,-10.00,902502,0.986,5.782,-1.034,
27,9.69,6.004,0,9.54,-11.00,902502,0.992,5.810,-1.146,
28,9.70,6.024,0,9.54,-12.00,902502,0.992,5.808,-1.252,
29,9.70,6.036,1,9.54,-13.00,902502,0.991,5.797,-1.358,
30,9.71,6.060,3,9.54,-14.00,902502,0.992,5.796,-1.466,
31,9.72,6.084,1,9.54,-15.00,902502,0.991,5.793,-1.575,
32,9.72,6.088,2,9.54,-16.00,902502,0.988,5.768,-1.678,
25,0.00,0.000,0,9.54,0.00,902502,0.000,0.000,0.000,
26,9.69,5.956,0,9.54,-10.00,902502,0.986,5.782,-1.034,
27,9.69,6.004,0,9.54,-11.00,902502,0.992,5.810,-1.146,
28,9.70,6.024,0,9.54,-12.00,902502,0.992,5.808,-1.252,
29,9.70,6.036,1,9.54,-13.00,902502,0.991,5.797,-1.358,
30,9.71,6.060,3,9.54,-14.00,902502,0.992,5.796,-1.466,
31,9.72,6.084,1,9.54,-15.00,902502,0.991,5.793,-1.575,
32,9.72,6.088,2,9.54,-16.00,902502,0.988,5.768,-1.678,
24,9.86,5.936,1,9.72,-8.00,902502,1.006,5.792,-0.826,
27,9.87,6.000,1,9.72,-11.00,902502,1.010,5.803,-1.145,
28,9.88,5.996,1,9.72,-12.00,902502,1.005,5.778,-1.247,
29,9.88,6.032,0,9.72,-13.00,902502,1.008,5.790,-1.357,
30,9.89,6.040,0,9.72,-14.00,902502,1.007,5.773,-1.461,
31,0.00,0.000,0,9.72,0.00,902502,0.000,0.000,0.000,
32,9.90,6.096,1,9.72,-16.00,902502,1.007,5.773,-1.680,
24,9.86,5.936,1,9.72,-8.00,902502,1.006,5.792,-0.826,
25,9.86,5.956,1,9.72,-9.00,902502,1.007,5.796,-0.932,
26,9.87,5.968,4,9.72,-10.00,902502,1.006,5.791,-1.036,
27,9.87,6.000,1,9.72,-11.00,902502,1.010,5.803,-1.145,
28,9.88,5.996,1,9.72,-12.00,902502,1.005,5.778,-1.247,
29,9.88,6.032,0,9.72,-13.00,902502,1.008,5.790,-1.357,
30,9.89,6.040,0,9.72,-14.00,902502,1.007,5.773,-1.461,
31,0.00,0.000,0,9.72,0.00,902502,0.000,0.000,0.000,
32,9.90,6.096,1,9.72,-16.00,902502,1.007,5.773,-1.680,
27,10.05,5.876,0,9.90,-11.00,902502,1.007,5.680,-1.121,
28,10.06,5.884,0,9.90,-12.00,902502,1.004,5.667,-1.223,
29,10.06,5.932,1,9.90,-13.00,902502,1.010,5.691,-1.334,
30,10.07,5.952,5,9.90,-14.00,902502,1.010,5.686,-1.440,
31,10.08,5.972,1,9.90,-15.00,902502,1.009,5.680,-1.546,
32,10.08,6.000,1,9.90,-16.00,902502,1.009,5.679,-1.654,
22,10.03,5.804,0,9.90,-6.00,902502,1.004,5.684,-0.607,
26,10.05,5.904,0,9.90,-10.00,902502,1.014,5.725,-1.025,
27,10.05,5.876,0,9.90,-11.00,902502,1.007,5.680,-1.121,
28,10.06,5.884,0,9.90,-12.00,902502,1.004,5.667,-1.223,
29,10.06,5.932,1,9.90,-13.00,902502,1.010,5.691,-1.334,
30,10.07,5.952,5,9.90,-14.00,902502,1.010,5.686,-1.440,
31,10.08,5.972,1,9.90,-15.00,902502,1.009,5.680,-1.546,
32,10.08,6.000,1,9.90,-16.00,902502,1.009,5.679,-1.654,
24,10.22,5.812,0,10.08,-8.00,902703,1.020,5.664,-0.809,
25,10.22,5.824,1,10.08,-9.00,902703,1.021,5.661,-0.911,
26,10.23,5.848,2,10.08,-10.00,902703,1.022,5.668,-1.015,
27,10.23,5.876,6,10.08,-11.00,902703,1.024,5.676,-1.121,
28,10.24,5.892,8,10.08,-12.00,902703,1.024,5.672,-1.225,
29,10.24,5.928,3,10.08,-13.00,902703,1.027,5.684,-1.334,
30,10.25,5.928,1,10.08,-14.00,902703,1.024,5.660,-1.434,
31,10.26,5.952,0,10.08,-15.00,902703,1.023,5.657,-1.540,
32,0.00,0.000,0,10.08,0.00,902703,0.000,0.000,0.000,
22,10.21,5.744,0,10.08,-6.00,902703,1.012,5.622,-0.600,
24,10.22,5.812,0,10.08,-8.00,902703,1.020,5.664,-0.809,
25,10.22,5.824,1,10.08,-9.00,902703,1.021,5.661,-0.911,
26,10.23,5.848,2,10.08,-10.00,902703,1.022,5.668,-1.015,
27,10.23,5.876,6,10.08,-11.00,902703,1.024,5.676,-1.121,
28,10.24,5.892,8,10.08,-12.00,902703,1.024,5.672,-1.225,
29,10.24,5.928,3,10.08,-13.00,902703,1.027,5.684,-1.334,
30,10.25,5.928,1,10.08,-14.00,902703,1.024,5.660,-1.434,
31,10.26,5.952,0,10.08,-15.00,902703,1.023,5.657,-1.540,
32,0.00,0.000,0,10.08,0.00,902703,0.000,0.000,0.000,
25,10.40,5.808,1,10.26,-9.00,902703,1.036,5.642,-0.909,
27,10.41,5.888,1,10.26,-11.00,902703,1.044,5.685,-1.123,
28,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
29,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
30,10.43,5.812,0,10.26,-14.00,902703,1.021,5.546,-1.406,
31,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
32,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
22,10.39,5.688,0,10.26,-6.00,902703,1.019,5.564,-0.595,
24,10.40,5.828,1,10.26,-8.00,902703,1.041,5.677,-0.811,
25,10.40,5.808,1,10.26,-9.00,902703,1.036,5.642,-0.909,
26,10.41,5.852,0,10.26,-10.00,902703,1.040,5.668,-1.016,
27,10.41,5.888,1,10.26,-11.00,902703,1.044,5.685,-1.123,
28,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
29,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
30,10.43,5.812,0,10.26,-14.00,902703,1.021,5.546,-1.406,
31,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
32,0.00,0.000,0,10.26,0.00,902703,0.000,0.000,0.000,
22,10.57,5.644,0,10.44,-6.00,902703,1.029,5.518,-0.590,
27,10.59,5.776,0,10.44,-11.00,902703,1.042,5.573,-1.102,
28,10.60,5.768,0,10.44,-12.00,902703,1.037,5.546,-1.199,
29,10.60,5.808,5,10.44,-13.00,902703,1.041,5.563,-1.307,
30,10.61,5.820,10,10.44,-14.00,902703,1.040,5.551,-1.408,
31,10.62,5.844,1,10.44,-15.00,902703,1.039,5.548,-1.513,
32,10.62,5.888,0,10.44,-16.00,902703,1.043,5.563,-1.623,
22,10.57,5.644,0,10.44,-6.00,902703,1.029,5.518,-0.590,
26,10.59,5.728,0,10.44,-10.00,902703,1.036,5.545,-0.995,
27,10.59,5.776,0,10.44,-11.00,902703,1.042,5.573,-1.102,
28,10.60,5.768,0,10.44,-12.00,902703,1.037,5.546,-1.199,
29,10.60,5.808,5,10.44,-13.00,902703,1.041,5.563,-1.307,
30,10.61,5.820,10,10.44,-14.00,902703,1.040,5.551,-1.408,
31,10.62,5.844,1,10.44,-15.00,902703,1.039,5.548,-1.513,
32,10.62,5.888,0,10.44,-16.00,902703,1.043,5.563,-1.623,
22,10.75,5.608,0,10.62,-6.00,902703,1.039,5.480,-0.586,
24,10.76,5.708,1,10.62,-8.00,902703,1.054,5.553,-0.794,
25,10.76,5.716,1,10.62,-9.00,902703,1.054,5.546,-0.894,
27,10.77,5.752,2,10.62,-11.00,902703,1.055,5.547,-1.098,
28,10.78,5.776,3,10.62,-12.00,902703,1.056,5.550,-1.201,
29,10.78,5.796,4,10.62,-13.00,902703,1.056,5.548,-1.304,
30,10.79,5.820,1,10.62,-14.00,902703,1.057,5.547,-1.408,
31,0.00,0.000,0,10.62,0.00,902703,0.000,0.000,0.000,
32,0.00,0.000,0,10.62,0.00,902703,0.000,0.000,0.000,
22,10.75,5.608,0,10.62,-6.00,902703,1.039,5.480,-0.586,
24,10.76,5.708,1,10.62,-8.00,902703,1.054,5.553,-0.794,
25,10.76,5.716,1,10.62,-9.00,902703,1.054,5.546,-0.894,
26,10.77,5.740,3,10.62,-10.00,902703,1.055,5.553,-0.997,
27,10.77,5.752,2,10.62,-11.00,902703,1.055,5.547,-1.098,
28,10.78,5.776,3,10.62,-12.00,902703,1.056,5.550,-1.201,
29,10.78,5.796,4,10.62,-13.00,902703,1.056,5.548,-1.304,
30,10.79,5.820,1,10.62,-14.00,902703,1.057,5.547,-1.408,
31,0.00,0.000,0,10.62,0.00,902703,0.000,0.000,0.000,
32,0.00,0.000,0,10.62,0.00,902703,0.000,0.000,0.000,
22,10.93,5.564,1,10.80,-6.00,902903,1.048,5.433,-0.582,
24,10.94,5.676,1,10.80,-8.00,902903,1.066,5.519,-0.790,
25,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
27,10.95,5.736,0,10.80,-11.00,902903,1.070,5.528,-1.094,
28,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
29,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
30,10.97,5.732,0,10.80,-14.00,902903,1.058,5.460,-1.387,
31,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
32,10.98,5.772,0,10.80,-16.00,902903,1.057,5.447,-1.591,
22,10.93,5.564,1,10.80,-6.00,902903,1.048,5.433,-0.582,
24,10.94,5.676,1,10.80,-8.00,902903,1.066,5.519,-0.790,
25,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
26,10.95,5.740,0,10.80,-10.00,902903,1.073,5.550,-0.997,
27,10.95,5.736,0,10.80,-11.00,902903,1.070,5.528,-1.094,
28,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
29,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
30,10.97,5.732,0,10.80,-14.00,902903,1.058,5.460,-1.387,
31,0.00,0.000,0,10.80,0.00,902903,0.000,0.000,0.000,
32,10.98,5.772,0,10.80,-16.00,902903,1.057,5.447,-1.591,
22,11.11,5.532,1,10.98,-6.00,902903,1.059,5.399,-0.578,
24,11.12,5.552,0,10.98,-8.00,902903,1.059,5.395,-0.773,
25,11.12,5.588,0,10.98,-9.00,902903,1.064,5.416,-0.874,
26,11.13,5.596,0,10.98,-10.00,902903,1.063,5.408,-0.972,
27,11.13,5.632,1,10.98,-11.00,902903,1.067,5.425,-1.075,
28,11.14,5.656,0,10.98,-12.00,902903,1.068,5.428,-1.176,
29,11.14,5.692,1,10.98,-13.00,902903,1.072,5.442,-1.280,
30,11.15,5.700,2,10.98,-14.00,902903,1.070,5.426,-1.379,
31,11.16,5.728,1,10.98,-15.00,902903,1.070,5.428,-1.483,
32,11.16,5.752,0,10.98,-16.00,902903,1.070,5.425,-1.585,
22,11.11,5.532,1,10.98,-6.00,902903,1.059,5.399,-0.578,
24,11.12,5.552,0,10.98,-8.00,902903,1.059,5.395,-0.773,
25,11.12,5.588,0,10.98,-9.00,902903,1.064,5.416,-0.874,
26,11.13,5.596,0,10.98,-10.00,902903,1.063,5.408,-0.972,
27,11.13,5.632,1,10.98,-11.00,902903,1.067,5.425,-1.075,
28,11.14,5.656,0,10.98,-12.00,902903,1.068,5.428,-1.176,
29,11.14,5.692,1,10.98,-13.00,902903,1.072,5.442,-1.280,
30,11.15,5.700,2,10.98,-14.00,902903,1.070,5.426,-1.379,
31,11.16,5.728,1,10.98,-15.00,902903,1.070,5.428,-1.483,
32,11.16,5.752,0,10.98,-16.00,902903,1.070,5.425,-1.585,
22,11.29,5.492,4,11.16,-6.00,902903,1.068,5.356,-0.574,
24,11.30,5.532,0,11.16,-8.00,902903,1.072,5.372,-0.770,
27,11.31,5.636,4,11.16,-11.00,902903,1.085,5.425,-1.075,
28,11.32,5.648,1,11.16,-12.00,902903,1.083,5.417,-1.174,
29,11.32,5.692,0,11.16,-13.00,902903,1.089,5.438,-1.280,
30,0.00,0.000,0,11.16,0.00,902903,0.000,0.000,0.000,
31,0.00,0.000,0,11.16,0.00,902903,0.000,0.000,0.000,
22,11.29,5.492,4,11.16,-6.00,902903,1.068,5.356,-0.574,
24,11.30,5.532,0,11.16,-8.00,902903,1.072,5.372,-0.770,
25,11.30,5.604,2,11.16,-9.00,902903,1.085,5.428,-0.877,
26,11.31,5.612,1,11.16,-10.00,902903,1.083,5.420,-0.975,
27,11.31,5.636,4,11.16,-11.00,902903,1.085,5.425,-1.075,
28,11.32,5.648,1,11.16,-12.00,902903,1.083,5.417,-1.174,
29,11.32,5.692,0,11.16,-13.00,902903,1.089,5.438,-1.280,
30,0.00,0.000,0,11.16,0.00,902903,0.000,0.000,0.000,
31,0.00,0.000,0,11.16,0.00,902903,0.000,0.000,0.000,
22,11.47,5.468,4,11.34,-6.00,902903,1.080,5.330,-0.572,
24,11.48,5.504,3,11.34,-8.00,902903,1.084,5.342,-0.766,
27,11.49,5.572,0,11.34,-11.00,902903,1.090,5.360,-1.063,
28,0.00,0.000,0,11.34,0.00,902903,0.000,0.000,0.000,
29,0.00,0.000,0,11.34,0.00,902903,0.000,0.000,0.000,
30,0.00,0.000,0,11.34,0.00,902903,0.000,0.000,0.000,
31,11.52,5.612,0,11.34,-15.00,902903,1.082,5.312,-1.452,
32,11.52,5.632,2,11.34,-16.00,902903,1.081,5.305,-1.552,
22,11.47,5.468,4,11.34,-6.00,902903,1.080,5.330,-0.572,
24,11.48,5.504,3,11.34,-8.00,902903,1.084,5.342,-0.766,
27,11.49,5.572,0,11.34,-11.00,902903,1.090,5.360,-1.063,
28,0.00,0.000,0,11.34,0.00,902903,0.000,0.000,0.000,
29,0.00,0.000,0,11.34,0.00,902903,0.000,0.000,0.000,
30,0.00,0.000,0,11.34,0.00,902903,0.000,0.000,0.000,
31,11.52,5.612,0,11.34,-15.00,902903,1.082,5.312,-1.452,
32,11.52,5.632,2,11.34,-16.00,902903,1.081,5.305,-1.552,
22,11.65,5.468,2,11.52,-6.00,903103,1.097,5.326,-0.572,
24,11.66,5.500,2,11.52,-8.00,903103,1.100,5.334,-0.765,
26,11.67,5.512,0,11.52,-10.00,903103,1.097,5.316,-0.957,
27,11.67,5.504,1,11.52,-11.00,903103,1.093,5.291,-1.050,
28,11.68,5.540,2,11.52,-12.00,903103,1.096,5.307,-1.152,
29,11.68,5.552,1,11.52,-13.00,903103,1.095,5.298,-1.249,
30,11.69,5.588,1,11.52,-14.00,903103,1.099,5.310,-1.352,
31,11.70,5.604,1,11.52,-15.00,903103,1.097,5.301,-1.450,
32,11.70,5.636,1,11.52,-16.00,903103,1.099,5.305,-1.553,
22,11.65,5.468,2,11.52,-6.00,903103,1.097,5.326,-0.572,
24,11.66,5.500,2,11.52,-8.00,903103,1.100,5.334,-0.765,
26,11.67,5.512,0,11.52,-10.00,903103,1.097,5.316,-0.957,
27,11.67,5.504,1,11.52,-11.00,903103,1.093,5.291,-1.050,
28,11.68,5.540,2,11.52,-12.00,903103,1.096,5.307,-1.152,
29,11.68,5.552,1,11.52,-13.00,903103,1.095,5.298,-1.249,
30,11.69,5.588,1,11.52,-14.00,903103,1.099,5.310,-1.352,
31,11.70,5.604,1,11.52,-15.00,903103,1.097,5.301,-1.450,
32,11.70,5.636,1,11.52,-16.00,903103,1.099,5.305,-1.553,
22,11.83,5.468,3,11.70,-6.00,903103,1.114,5.323,-0.572,
24,11.84,5.484,2,11.70,-8.00,903103,1.113,5.315,-0.763,
27,11.85,5.508,1,11.70,-11.00,903103,1.110,5.292,-1.051,
28,11.86,5.536,1,11.70,-12.00,903103,1.112,5.300,-1.151,
29,11.86,5.536,0,11.70,-13.00,903103,1.109,5.279,-1.245,
30,11.87,5.596,0,11.70,-14.00,903103,1.117,5.314,-1.354,
31,0.00,0.000,0,11.70,0.00,903103,0.000,0.000,0.000,
22,11.83,5.468,3,11.70,-6.00,903103,1.114,5.323,-0.572,
24,11.84,5.484,2,11.70,-8.00,903103,1.113,5.315,-0.763,
25,11.84,5.492,1,11.70,-9.00,903103,1.113,5.309,-0.859,
26,11.85,5.484,3,11.70,-10.00,903103,1.108,5.286,-0.952,
27,11.85,5.508,1,11.70,-11.00,903103,1.110,5.292,-1.051,
28,11.86,5.536,1,11.70,-12.00,903103,1.112,5.300,-1.151,
29,11.86,5.536,0,11.70,-13.00,903103,1.109,5.279,-1.245,
30,11.87,5.596,0,11.70,-14.00,903103,1.117,5.314,-1.354,
31,0.00,0.000,0,11.70,0.00,903103,0.000,0.000,0.000,
22,12.01,5.468,2,11.88,-6.00,903103,1.131,5.319,-0.572,
27,0.00,0.000,0,11.88,0.00,903103,0.000,0.000,0.000,
28,12.04,5.476,0,11.88,-12.00,903103,1.116,5.239,-1.139,
29,0.00,0.000,0,11.88,0.00,903103,0.000,0.000,0.000,
30,12.05,5.452,0,11.88,-14.00,903103,1.104,5.173,-1.319,
31,12.06,5.492,2,11.88,-15.00,903103,1.107,5.188,-1.421,
32,12.06,5.536,0,11.88,-16.00,903103,1.112,5.204,-1.526,
22,12.01,5.468,2,11.88,-6.00,903103,1.131,5.319,-0.572,
24,12.02,5.500,2,11.88,-8.00,903103,1.133,5.327,-0.765,
27,0.00,0.000,0,11.88,0.00,903103,0.000,0.000,0.000,
28,12.04,5.476,0,11.88,-12.00,903103,1.116,5.239,-1.139,
29,0.00,0.000,0,11.88,0.00,903103,0.000,0.000,0.000,
30,12.05,5.452,0,11.88,-14.00,903103,1.104,5.173,-1.319,
31,12.06,5.492,2,11.88,-15.00,903103,1.107,5.188,-1.421,
32,12.06,5.536,0,11.88,-16.00,903103,1.112,5.204,-1.526,
26,12.21,5.368,0,12.06,-10.00,903103,1.117,5.167,-0.932,
27,12.21,5.400,0,12.06,-11.00,903103,1.121,5.181,-1.030,
28,12.22,5.424,2,12.06,-12.00,903103,1.122,5.185,-1.128,
29,12.22,5.444,1,12.06,-13.00,903103,1.123,5.184,-1.225,
30,12.23,5.472,4,12.06,-14.00,903103,1.125,5.189,-1.324,
31,12.24,5.484,11,12.06,-15.00,903103,1.122,5.177,-1.419,
32,12.24,5.532,1,12.06,-16.00,903103,1.127,5.197,-1.525,
22,12.19,5.440,1,12.06,-6.00,903103,1.141,5.288,-0.569,
26,12.21,5.368,0,12.06,-10.00,903103,1.117,5.167,-0.932,
27,12.21,5.400,0,12.06,-11.00,903103,1.121,5.181,-1.030,
28,12.22,5.424,2,12.06,-12.00,903103,1.122,5.185,-1.128,
29,12.22,5.444,1,12.06,-13.00,903103,1.123,5.184,-1.225,
30,12.23,5.472,4,12.06,-14.00,903103,1.125,5.189,-1.324,
31,12.24,5.484,11,12.06,-15.00,903103,1.122,5.177,-1.419,
32,12.24,5.532,1,12.06,-16.00,903103,1.127,5.197,-1.525,
27,12.39,5.404,3,12.24,-11.00,903303,1.138,5.181,-1.031,
28,12.40,5.408,2,12.24,-12.00,903303,1.135,5.167,-1.124,
29,12.40,5.464,0,12.24,-13.00,903303,1.143,5.200,-1.229,
30,0.00,0.000,0,12.24,0.00,903303,0.000,0.000,0.000,
22,12.37,5.420,0,12.24,-6.00,903303,1.154,5.265,-0.567,
25,12.38,5.360,1,12.24,-9.00,903303,1.135,5.171,-0.838,
26,12.39,5.388,3,12.24,-10.00,903303,1.138,5.183,-0.936,
27,12.39,5.404,3,12.24,-11.00,903303,1.138,5.181,-1.031,
28,12.40,5.408,2,12.24,-12.00,903303,1.135,5.167,-1.124,
29,12.40,5.464,0,12.24,-13.00,903303,1.143,5.200,-1.229,
30,0.00,0.000,0,12.24,0.00,903303,0.000,0.000,0.000,
27,12.57,5.348,0,12.42,-11.00,903303,1.143,5.124,-1.020,
28,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
29,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
30,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
32,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
26,12.57,5.368,0,12.42,-10.00,903303,1.150,5.160,-0.932,
27,12.57,5.348,0,12.42,-11.00,903303,1.143,5.124,-1.020,
28,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
29,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
30,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
32,0.00,0.000,0,12.42,0.00,903303,0.000,0.000,0.000,
26,12.75,5.256,0,12.60,-10.00,903303,1.141,5.049,-0.913,
27,12.75,5.292,1,12.60,-11.00,903303,1.146,5.067,-1.010,
28,12.76,5.320,1,12.60,-12.00,903303,1.148,5.075,-1.106,
29,12.76,5.320,1,12.60,-13.00,903303,1.145,5.056,-1.197,
30,12.77,5.348,1,12.60,-14.00,903303,1.147,5.061,-1.294,
31,12.78,5.372,1,12.60,-15.00,903303,1.147,5.061,-1.390,
32,12.78,5.404,1,12.60,-16.00,903303,1.149,5.066,-1.490,
26,12.75,5.256,0,12.60,-10.00,903303,1.141,5.049,-0.913,
27,12.75,5.292,1,12.60,-11.00,903303,1.146,5.067,-1.010,
